A1a,Cc1cccc(c1)C(=O)NN
A1b,Cc1cccc(c1)C(=O)NN
A1c,Cc1cccc(c1)C(=O)NN
A2a,NC1=NCc2ccccc12
A2b,NC1=NCc2ccccc12
A2c,NC1=NCc2ccccc12
A3a,CNC(=S)Nc1ccc(Br)cc1Cl
A3b,CNC(=S)Nc1ccc(Br)cc1Cl
A3c,CNC(=S)Nc1ccc(Br)cc1Cl
A4a,Cc1cc(ncn1)N1CCCCCC1
A4b,Cc1cc(ncn1)N1CCCCCC1
A4c,Cc1cc(ncn1)N1CCCCCC1
A5a,CC[C@@](C)(CN)N1CCOCC1
A5b,CC[C@@](C)(CN)N1CCOCC1
A5c,CC[C@@](C)(CN)N1CCOCC1
A6a,C(NC1CCCC1)c1ccc2OCOc2c1
A6b,C(NC1CCCC1)c1ccc2OCOc2c1
A6c,C(NC1CCCC1)c1ccc2OCOc2c1
A7a,O=C(CN1CCCCC1)Nc1ccc2OCOc2c1
A7b,O=C(CN1CCCCC1)Nc1ccc2OCOc2c1
A7c,O=C(CN1CCCCC1)Nc1ccc2OCOc2c1
A8a,CC(C)Nc1ccccc/c/1=N\C(C)C
A8b,CC(C)Nc1ccccc/c/1=N\C(C)C
A8c,CC(C)Nc1ccccc/c/1=N\C(C)C
A9a,O=c1nc2ccc(NCc3ccccn3)cc2n1
A9b,O=c1nc2ccc(NCc3ccccn3)cc2n1
A9c,O=c1nc2ccc(NCc3ccccn3)cc2n1
A10a,NCC(=O)c1ccc(Br)cc1
A10b,NCC(=O)c1ccc(Br)cc1
A10c,NCC(=O)c1ccc(Br)cc1
A11a,Fc1ccc(cc1F)C1=NNC2=NCCN2C1
A11b,Fc1ccc(cc1F)C1=NNC2=NCCN2C1
A11c,Fc1ccc(cc1F)C1=NNC2=NCCN2C1
A12a,O[C@@H](C(=O)O)c1cccc(Cl)c1
A12b,O[C@@H](C(=O)O)c1cccc(Cl)c1
A12c,O[C@@H](C(=O)O)c1cccc(Cl)c1
B1a,Cc1cc(CN)n(C)n1
B1b,Cc1cc(CN)n(C)n1
B1c,Cc1cc(CN)n(C)n1
B2a,CNCc1ccc(Oc2cccnc2)o1
B2b,CNCc1ccc(Oc2cccnc2)o1
B2c,CNCc1ccc(Oc2cccnc2)o1
B3a,O=C(O)c1ccccc1O.CCN(CC)C(=N)C
B3b,O=C(O)c1ccccc1O.CCN(CC)C(=N)C
B3c,O=C(O)c1ccccc1O.CCN(CC)C(=N)C
B4a,Cc1cccc(NC(=O)CN(C)CC#N)n1
B4b,Cc1cccc(NC(=O)CN(C)CC#N)n1
B4c,Cc1cccc(NC(=O)CN(C)CC#N)n1
B5a,CN(C)c1cccc(c1)C(=O)NN
B5b,CN(C)c1cccc(c1)C(=O)NN
B5c,CN(C)c1cccc(c1)C(=O)NN
B6a,NNC(=O)Cc1ccc(F)cc1
B6b,NNC(=O)Cc1ccc(F)cc1
B6c,NNC(=O)Cc1ccc(F)cc1
B7a,C1CN[C@@H](C1)c1ccc2OCCOc2c1
B7b,C1CN[C@@H](C1)c1ccc2OCCOc2c1
B7c,C1CN[C@@H](C1)c1ccc2OCCOc2c1
B8a,NC1=C(C#N)C(=NN1)N1CCCC1
B8b,NC1=C(C#N)C(=NN1)N1CCCC1
B8c,NC1=C(C#N)C(=NN1)N1CCCC1
B9a,C1CCN(CC1)C(=N)N
B9b,C1CCN(CC1)C(=N)N
B9c,C1CCN(CC1)C(=N)N
B10a,Cc1cc(no1)C(=O)NCC(F)(F)F
B10b,Cc1cc(no1)C(=O)NCC(F)(F)F
B10c,Cc1cc(no1)C(=O)NCC(F)(F)F
B11a,CC(C)c1cc(NC(=O)CN2CCC(C)CC2)on1
B11b,CC(C)c1cc(NC(=O)CN2CCC(C)CC2)on1
B11c,CC(C)c1cc(NC(=O)CN2CCC(C)CC2)on1
B12a,C[C@H](NC(=O)CCC(=O)c1cccs1)c1cccnc1
B12b,C[C@H](NC(=O)CCC(=O)c1cccs1)c1cccnc1
B12c,C[C@H](NC(=O)CCC(=O)c1cccs1)c1cccnc1
C1a,Cc1cc(C)c(C#N)c(NCCCN2CCOCC2)n1
C1b,Cc1cc(C)c(C#N)c(NCCCN2CCOCC2)n1
C1c,Cc1cc(C)c(C#N)c(NCCCN2CCOCC2)n1
C2a,Cc1nc(N)sc1c1nccn1C
C2b,Cc1nc(N)sc1c1nccn1C
C2c,Cc1nc(N)sc1c1nccn1C
C3a,C[C@@H](c1nc(N)nc(N(C)C)n1)N1CCCCCC1
C3b,C[C@@H](c1nc(N)nc(N(C)C)n1)N1CCCCCC1
C3c,C[C@@H](c1nc(N)nc(N(C)C)n1)N1CCCCCC1
C4a,NCCc1cccnc1
C4b,NCCc1cccnc1
C4c,NCCc1cccnc1
C5a,NC(=N)c1ccsc1
C5b,NC(=N)c1ccsc1
C5c,NC(=N)c1ccsc1
C6a,NCc1ccc(o1)C(F)(F)F
C6b,NCc1ccc(o1)C(F)(F)F
C6c,NCc1ccc(o1)C(F)(F)F
C7a,O=C([C@H]1CCCNC1)N1CCCCC1
C7b,O=C([C@H]1CCCNC1)N1CCCCC1
C7c,O=C([C@H]1CCCNC1)N1CCCCC1
C8a,COC(=O)c1ccc(CN)cc1
C8b,COC(=O)c1ccc(CN)cc1
C8c,COC(=O)c1ccc(CN)cc1
C9a,NC(=N)c1ccc(cc1)C(F)(F)F
C9b,NC(=N)c1ccc(cc1)C(F)(F)F
C9c,NC(=N)c1ccc(cc1)C(F)(F)F
C10a,C[C@H](N1CCCCCC1)C(=O)C1=CNC2=C1C=CC=C2
C10b,C[C@H](N1CCCCCC1)C(=O)C1=CNC2=C1C=CC=C2
C10c,C[C@H](N1CCCCCC1)C(=O)C1=CNC2=C1C=CC=C2
C11a,CN1C=CC=C1CNCCC1=CNC2=C1C=CC=C2
C11b,CN1C=CC=C1CNCCC1=CNC2=C1C=CC=C2
C11c,CN1C=CC=C1CNCCC1=CNC2=C1C=CC=C2
C12a,CNCc1cc(ccc1Cl)[N+](=O)[O-]
C12b,CNCc1cc(ccc1Cl)[N+](=O)[O-]
C12c,CNCc1cc(ccc1Cl)[N+](=O)[O-]
D1a,CNCc1nccn1C
D1b,CNCc1nccn1C
D1c,CNCc1nccn1C
D2a,O=C(Cc1cn2ccccc2n1)Nc1ccccc1
D2b,O=C(Cc1cn2ccccc2n1)Nc1ccccc1
D2c,O=C(Cc1cn2ccccc2n1)Nc1ccccc1
D3a,O=C(NC[C@H]1CCCO1)C1CCCCC1
D3b,O=C(NC[C@H]1CCCO1)C1CCCCC1
D3c,O=C(NC[C@H]1CCCO1)C1CCCCC1
D4a,C[C@@H](C1CC1)N(C)CC1=NC2=C(C=CC=C2)C(=O)N1
D4b,C[C@@H](C1CC1)N(C)CC1=NC2=C(C=CC=C2)C(=O)N1
D4c,C[C@@H](C1CC1)N(C)CC1=NC2=C(C=CC=C2)C(=O)N1
D5a,CN(C)c1ccc(cn1)C(=O)O
D5b,CN(C)c1ccc(cn1)C(=O)O
D5c,CN(C)c1ccc(cn1)C(=O)O
D6a,Cc1cc(C(=O)Nc2ccncc2)c(C)o1
D6b,Cc1cc(C(=O)Nc2ccncc2)c(C)o1
D6c,Cc1cc(C(=O)Nc2ccncc2)c(C)o1
D7a,Cc1nn(C)c(C)c1CC(=O)Nc1ccccn1
D7b,Cc1nn(C)c(C)c1CC(=O)Nc1ccccn1
D7c,Cc1nn(C)c(C)c1CC(=O)Nc1ccccn1
D8a,CN(C)C(=O)C[C@@H]1N(C=Cc2ccccc12)C(=O)C
D8b,CN(C)C(=O)C[C@@H]1N(C=Cc2ccccc12)C(=O)C
D8c,CN(C)C(=O)C[C@@H]1N(C=Cc2ccccc12)C(=O)C
D9a,NC[C@@H](O)c1ccc(F)cc1
D9b,NC[C@@H](O)c1ccc(F)cc1
D9c,NC[C@@H](O)c1ccc(F)cc1
D10a,CC(=O)Nc1cccc(CN)c1
D10b,CC(=O)Nc1cccc(CN)c1
D10c,CC(=O)Nc1cccc(CN)c1
D11a,COc1ccc(CN)cc1O
D11b,COc1ccc(CN)cc1O
D11c,COc1ccc(CN)cc1O
D12a,C(Nc1ccc2OCCOc2c1)c1ccncc1
D12b,C(Nc1ccc2OCCOc2c1)c1ccncc1
D12c,C(Nc1ccc2OCCOc2c1)c1ccncc1
E1a,NC(=N)SCc1ccccc1Cl
E1b,NC(=N)SCc1ccccc1Cl
E1c,NC(=N)SCc1ccccc1Cl
E2a,O=c1ncnc2nc(nc12)N1CCCCC1
E2b,O=c1ncnc2nc(nc12)N1CCCCC1
E2c,O=c1ncnc2nc(nc12)N1CCCCC1
E3a,CN(C)CCCn1cnc2oc(C)c(C)c2c1=N
E3b,CN(C)CCCn1cnc2oc(C)c(C)c2c1=N
E3c,CN(C)CCCn1cnc2oc(C)c(C)c2c1=N
E4a,C[C@@H]1CC[C@H](CC1)NC(=O)Cn1ccnc1
E4b,C[C@@H]1CC[C@H](CC1)NC(=O)Cn1ccnc1
E4c,C[C@@H]1CC[C@H](CC1)NC(=O)Cn1ccnc1
E5a,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)Sc1ccccc1)O)N
E5b,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)Sc1ccccc1)O)N
E5c,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)Sc1ccccc1)O)N
E6a,CC(C)(C)c1cc(no1)CC1(COC1)N
E6b,CC(C)(C)c1cc(no1)CC1(COC1)N
E6c,CC(C)(C)c1cc(no1)CC1(COC1)N
E7a,Cc1cccc(c1)[C@@H]1C[C@H]([C@H]([C@@H]1N)O)O
E7b,Cc1cccc(c1)[C@@H]1C[C@H]([C@H]([C@@H]1N)O)O
E7c,Cc1cccc(c1)[C@@H]1C[C@H]([C@H]([C@@H]1N)O)O
E8a,C1COC[C@@H](CN1)O
E8b,C1COC[C@@H](CN1)O
E8c,C1COC[C@@H](CN1)O
E9a,NC[C@H]1O[C@@H](CC(=O)NCc2ccccn2)[C@H](O)[C@@H]1O
E9b,NC[C@H]1O[C@@H](CC(=O)NCc2ccccn2)[C@H](O)[C@@H]1O
E9c,NC[C@H]1O[C@@H](CC(=O)NCc2ccccn2)[C@H](O)[C@@H]1O
E10a,CC(C)c1noc(n1)[C@@H]1CCCN1
E10b,CC(C)c1noc(n1)[C@@H]1CCCN1
E10c,CC(C)c1noc(n1)[C@@H]1CCCN1
E11a,C1CN2[C@H](CN1)COC2=O
E11b,C1CN2[C@H](CN1)COC2=O
E11c,C1CN2[C@H](CN1)COC2=O
E12a,OC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1
E12b,OC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1
E12c,OC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1
F1a,OC(=N)c1cccnc1
F1b,OC(=N)c1cccnc1
F1c,OC(=N)c1cccnc1
F2a,COC(=O)[C@H](Cc1ccccc1)N
F2b,COC(=O)[C@H](Cc1ccccc1)N
F2c,COC(=O)[C@H](Cc1ccccc1)N
F3a,CN1C[N]C2C1C(=O)[N]C(=O)N2C
F3b,CN1C[N]C2C1C(=O)[N]C(=O)N2C
F3c,CN1C[N]C2C1C(=O)[N]C(=O)N2C
F4a,Nc1nc(=O)c2c(n1)ncn2
F4b,Nc1nc(=O)c2c(n1)ncn2
F4c,Nc1nc(=O)c2c(n1)ncn2
F5a,OC(=O)c1ccc(cc1)[N+](=O)[O-]
F5b,OC(=O)c1ccc(cc1)[N+](=O)[O-]
F5c,OC(=O)c1ccc(cc1)[N+](=O)[O-]
F6a,ClC1=CC2=C(OC(=O)N2)C=C1
F6b,ClC1=CC2=C(OC(=O)N2)C=C1
F6c,ClC1=CC2=C(OC(=O)N2)C=C1
F7a,NCCCCC(=O)O
F7b,NCCCCC(=O)O
F7c,NCCCCC(=O)O
F8a,O=C1N[C@@H]2[C@H](N1)NC(=O)N2
F8b,O=C1N[C@@H]2[C@H](N1)NC(=O)N2
F8c,O=C1N[C@@H]2[C@H](N1)NC(=O)N2
F9a,NC1=C(NC(=O)NC1=O)C(O)=O
F9b,NC1=C(NC(=O)NC1=O)C(O)=O
F9c,NC1=C(NC(=O)NC1=O)C(O)=O
F10a,Cn1cc(nc1)C[C@@H](C(=O)O)N
F10b,Cn1cc(nc1)C[C@@H](C(=O)O)N
F10c,Cn1cc(nc1)C[C@@H](C(=O)O)N
F11a,Cn1cnc2c1c(=O)n(C)c(=O)n2C
F11b,Cn1cnc2c1c(=O)n(C)c(=O)n2C
F11c,Cn1cnc2c1c(=O)n(C)c(=O)n2C
F12a,NC(=N)NOCC[C@@H](C(=O)O)N
F12b,NC(=N)NOCC[C@@H](C(=O)O)N
F12c,NC(=N)NOCC[C@@H](C(=O)O)N
G1a,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N)N2
G1b,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N)N2
G1c,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N)N2
G2a,NC[C@@H](c1ccc(c(c1)O)O)O
G2b,NC[C@@H](c1ccc(c(c1)O)O)O
G2c,NC[C@@H](c1ccc(c(c1)O)O)O
G3a,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
G3b,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
G3c,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
G4a,O=C1CC[C@H](N1)C(=O)O
G4b,O=C1CC[C@H](N1)C(=O)O
G4c,O=C1CC[C@H](N1)C(=O)O
G5a,NC(=N)NCCC[C@H](C(=O)O)N
G5b,NC(=N)NCCC[C@H](C(=O)O)N
G5c,NC(=N)NCCC[C@H](C(=O)O)N
G6a,NCC(=O)NCC(=O)NCC(=O)O
G6b,NCC(=O)NCC(=O)NCC(=O)O
G6c,NCC(=O)NCC(=O)NCC(=O)O
G7a,O=C1NC2=C(NN=N2)C(=O)N1
G7b,O=C1NC2=C(NN=N2)C(=O)N1
G7c,O=C1NC2=C(NN=N2)C(=O)N1
G8a,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
G8b,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
G8c,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
G9a,O[C@H](C[N+](C)(C)C)CC(=O)[O-]
G9b,O[C@H](C[N+](C)(C)C)CC(=O)[O-]
G9c,O[C@H](C[N+](C)(C)C)CC(=O)[O-]
G10a,[O-][N+](=O)c1ccc(c(c1)O)O
G10b,[O-][N+](=O)c1ccc(c(c1)O)O
G10c,[O-][N+](=O)c1ccc(c(c1)O)O
G11a,Nc1cccc(c1)c1cnco1
G11b,Nc1cccc(c1)c1cnco1
G11c,Nc1cccc(c1)c1cnco1
G12a,OC1=CC2=C(NC=C2)C=C1
G12b,OC1=CC2=C(NC=C2)C=C1
G12c,OC1=CC2=C(NC=C2)C=C1
H1a,Nc1cccc(c1)C(=O)N
H1b,Nc1cccc(c1)C(=O)N
H1c,Nc1cccc(c1)C(=O)N
H2a,NC[C@@H]1CC[C@H](CC1)C(=O)O
H2b,NC[C@@H]1CC[C@H](CC1)C(=O)O
H2c,NC[C@@H]1CC[C@H](CC1)C(=O)O
H3a,CSCC[C@@H](C(=O)O)NC(=O)N
H3b,CSCC[C@@H](C(=O)O)NC(=O)N
H3c,CSCC[C@@H](C(=O)O)NC(=O)N
H4a,CN(NC(=O)CCC(=O)O)C
H4b,CN(NC(=O)CCC(=O)O)C
H4c,CN(NC(=O)CCC(=O)O)C
H5a,NC(=O)c1ccc(cc1)O
H5b,NC(=O)c1ccc(cc1)O
H5c,NC(=O)c1ccc(cc1)O
H6a,[O-][N+](=O)c1ccc(c2c1cccn2)O
H6b,[O-][N+](=O)c1ccc(c2c1cccn2)O
H6c,[O-][N+](=O)c1ccc(c2c1cccn2)O
H7a,CC(=O)N1CCC[C@H]1C(=O)O
H7b,CC(=O)N1CCC[C@H]1C(=O)O
H7c,CC(=O)N1CCC[C@H]1C(=O)O
H8a,[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
H8b,[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
H8c,[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
H9a,[O-][N+](=O)c1cc2nc(=O)c(=O)nc2cc1[N+](=O)[O-]
H9b,[O-][N+](=O)c1cc2nc(=O)c(=O)nc2cc1[N+](=O)[O-]
H9c,[O-][N+](=O)c1cc2nc(=O)c(=O)nc2cc1[N+](=O)[O-]
H10a,c1c(sc(c1)Cl)S(=O)(=O)N
H10b,c1c(sc(c1)Cl)S(=O)(=O)N
H10c,c1c(sc(c1)Cl)S(=O)(=O)N
H11a,C1COC[C@@H]1C(=O)N
H11b,C1COC[C@@H]1C(=O)N
H11c,C1COC[C@@H]1C(=O)N
H12a,C1C[C@@]2(CC[C@H]1C2)C(=O)NO
H12b,C1C[C@@]2(CC[C@H]1C2)C(=O)NO
H12c,C1C[C@@]2(CC[C@H]1C2)C(=O)NO
